segundo,estado_sistema,vel_media,vel_min,vel_max,v_diff,densidad_veh_km,flujo_veh_h,eficiencia_pct,coches_parados,coches_acelerando,coches_decelerando,coches_constante,gap_min,gap_medio,gap_max,energia_disipada_acum,tiempo_perdido_acum,vel_onda_kmh,max_parados,max_v_diff
44,DISOLVIENDO,23.95,21.9,24.93,3.04,11.94,1029.0,112.7,0,0,0,30,38.03,78.78,290.74,113.3,0,0,1,24.24
45,DISOLVIENDO,23.96,21.95,24.93,2.98,11.94,1030.0,112.7,0,0,0,30,38.29,78.78,290.05,113.5,0,0,1,24.24
46,DISOLVIENDO,23.96,22.0,24.93,2.93,11.94,1030.0,112.8,0,0,0,30,38.52,78.78,289.37,113.7,0,0,1,24.24
47,DISOLVIENDO,23.97,22.05,24.93,2.88,11.94,1030.0,112.8,0,0,0,30,38.77,78.78,288.68,113.9,0,0,1,24.24
48,DISOLVIENDO,23.97,22.11,24.93,2.83,11.94,1030.0,112.8,0,0,0,30,39.03,78.78,287.99,114.1,0,0,1,24.24
49,DISOLVIENDO,23.98,22.15,24.93,2.78,11.94,1030.0,112.8,0,0,0,30,39.31,78.78,287.31,114.3,0,0,1,24.24
50,DISOLVIENDO,23.98,22.2,24.93,2.73,11.94,1031.0,112.9,0,0,0,30,39.6,78.78,286.62,114.5,0,0,1,24.24
51,DISOLVIENDO,23.99,22.25,24.93,2.68,11.94,1031.0,112.9,0,0,0,30,39.9,78.78,285.93,114.7,0,0,1,24.24
52,DISOLVIENDO,23.99,22.29,24.93,2.64,11.94,1031.0,112.9,0,0,0,30,40.2,78.78,285.25,114.9,0,0,1,24.24
53,DISOLVIENDO,23.99,22.34,24.93,2.59,11.94,1031.0,112.9,0,0,0,30,40.51,78.78,284.56,115.0,0,0,1,24.24
54,DISOLVIENDO,24.0,22.38,24.93,2.55,11.94,1031.0,112.9,0,0,0,30,40.82,78.78,283.88,115.2,0,0,1,24.24
55,DISOLVIENDO,24.0,22.42,24.93,2.51,11.94,1031.0,112.9,0,0,0,30,41.13,78.78,283.19,115.3,0,0,1,24.24
56,DISOLVIENDO,24.0,22.46,24.93,2.47,11.94,1031.0,112.9,0,0,0,30,41.45,78.78,282.51,115.5,0,0,1,24.24
57,DISOLVIENDO,24.0,22.5,24.93,2.43,11.94,1032.0,113.0,0,0,0,30,41.76,78.78,281.83,115.6,0,0,1,24.24
58,DISOLVIENDO,24.01,22.54,24.93,2.39,11.94,1032.0,113.0,0,0,0,30,42.08,78.78,281.14,115.8,0,0,1,24.24
59,DISOLVIENDO,24.01,22.57,24.93,2.36,11.94,1032.0,113.0,0,0,0,30,42.4,78.78,280.46,116.0,0,0,1,24.24
60,DISOLVIENDO,24.01,22.58,24.93,2.34,11.94,1032.0,113.0,0,0,0,30,42.71,78.78,279.78,116.1,0,0,1,24.24
61,DISOLVIENDO,24.01,22.6,24.93,2.33,11.94,1032.0,113.0,0,0,0,30,43.02,78.78,279.09,116.3,0,0,1,24.24
62,DISOLVIENDO,24.02,22.61,24.93,2.32,11.94,1032.0,113.0,0,0,0,30,43.34,78.78,278.41,116.4,0,0,1,24.24
63,DISOLVIENDO,24.02,22.63,24.93,2.3,11.94,1032.0,113.0,0,0,0,30,43.65,78.78,277.73,116.6,0,0,1,24.24
64,DISOLVIENDO,24.02,22.64,24.93,2.28,11.94,1032.0,113.0,0,0,0,30,43.86,78.78,277.05,116.7,0,0,1,24.24
65,DISOLVIENDO,24.02,22.66,24.93,2.27,11.94,1032.0,113.1,0,0,0,30,43.96,78.78,276.37,116.8,0,0,1,24.24
66,DISOLVIENDO,24.03,22.68,24.93,2.25,11.94,1032.0,113.1,0,0,0,30,44.08,78.78,275.69,117.0,0,0,1,24.24
67,DISOLVIENDO,24.03,22.7,24.93,2.23,11.94,1033.0,113.1,0,0,0,30,44.21,78.78,275.01,117.1,0,0,1,24.24
68,DISOLVIENDO,24.03,22.72,24.93,2.21,11.94,1033.0,113.1,0,0,0,30,44.34,78.78,274.33,117.2,0,0,1,24.24
69,DISOLVIENDO,24.03,22.73,24.93,2.19,11.94,1033.0,113.1,0,0,0,30,44.49,78.78,273.65,117.4,0,0,1,24.24
70,DISOLVIENDO,24.03,22.75,24.93,2.17,11.94,1033.0,113.1,0,0,0,30,44.65,78.78,272.97,117.5,0,0,1,24.24
71,DISOLVIENDO,24.04,22.77,24.92,2.15,11.94,1033.0,113.1,0,0,0,30,44.81,78.78,272.29,117.6,0,0,1,24.24
72,DISOLVIENDO,24.04,22.79,24.92,2.13,11.94,1033.0,113.1,0,0,0,30,44.98,78.78,271.61,117.7,0,0,1,24.24
73,DISOLVIENDO,24.04,22.81,24.92,2.12,11.94,1033.0,113.1,0,0,0,30,45.15,78.78,270.93,117.9,0,0,1,24.24
74,DISOLVIENDO,24.04,22.83,24.92,2.1,11.94,1033.0,113.1,0,0,0,30,45.33,78.78,270.25,118.0,0,0,1,24.24
75,DISOLVIENDO,24.04,22.85,24.92,2.08,11.94,1033.0,113.1,0,0,0,30,45.51,78.78,269.58,118.1,0,0,1,24.24
76,DISOLVIENDO,24.04,22.87,24.92,2.06,11.94,1033.0,113.1,0,0,0,30,45.7,78.78,268.9,118.2,0,0,1,24.24
77,DISOLVIENDO,24.05,22.88,24.92,2.04,11.94,1033.0,113.2,0,0,0,30,45.89,78.78,268.22,118.3,0,0,1,24.24
78,DISOLVIENDO,24.05,22.9,24.92,2.02,11.94,1033.0,113.2,0,0,0,30,46.08,78.78,267.55,118.4,0,0,1,24.24
79,DISOLVIENDO,24.05,22.92,24.92,2.0,11.94,1033.0,113.2,0,0,0,30,46.27,78.78,266.87,118.5,0,0,1,24.24
80,RECUPERADO,24.05,22.94,24.92,1.98,11.94,1033.0,113.2,0,0,0,30,46.47,78.78,266.19,118.6,0,0,1,24.24
81,RECUPERADO,24.05,22.96,24.92,1.96,11.94,1034.0,113.2,0,0,0,30,46.67,78.78,265.52,118.8,0,0,1,24.24
82,RECUPERADO,24.05,22.97,24.92,1.95,11.94,1034.0,113.2,0,0,0,30,46.87,78.78,264.84,118.9,0,0,1,24.24
83,RECUPERADO,24.05,22.97,24.92,1.95,11.94,1034.0,113.2,0,0,0,30,47.07,78.78,264.17,119.0,0,0,1,24.24
84,RECUPERADO,24.05,22.98,24.92,1.94,11.94,1034.0,113.2,0,0,0,30,47.27,78.78,263.49,119.1,0,0,1,24.24
